ticker,company_name,delivery_upside_score,execution_downside_score,leadership_risk_score,positive_marker_evidence_score,negative_marker_evidence_score,execution_balance_score,execution_outlook,evidence_coverage,evidence_coverage_score,approved_asset_count,late_stage_asset_count,active_company_marker_ids,current_feature_tags,closest_marker_id,closest_marker_company,closest_marker_polarity,marker_similarity,marker_outcome_class,marker_outcome_date,interpretation
HOWL,Werewolf Therapeutics Inc. Common Stock,22.69,0.0,0.0,0.0,0.0,22.69,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PLRX,Pliant Therapeutics Inc. Common Stock,22.67,0.0,0.0,0.0,0.0,22.67,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
WHWK,Whitehawk Therapeutics Inc. Common Stock,22.66,0.0,0.0,0.0,0.0,22.66,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ELDN,Eledon Pharmaceuticals Inc. Common Stock,22.63,0.0,0.0,0.0,0.0,22.63,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABCL,AbCellera Biologics Inc. Common Shares,22.59,0.0,0.0,0.0,0.0,22.59,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TNYA,Tenaya Therapeutics Inc. Common Stock,22.59,0.0,0.0,0.0,0.0,22.59,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ATYR,aTyr Pharma Inc. Common Stock,22.5,0.0,0.0,0.0,0.0,22.5,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BCAB,BioAtla Inc. Common Stock,22.49,0.0,0.0,0.0,0.0,22.49,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
JSPR,Jasper Therapeutics Inc. Common Stock,22.41,0.0,0.0,0.0,0.0,22.41,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MRKR,Marker Therapeutics Inc. Common Stock,22.41,0.0,0.0,0.0,0.0,22.41,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CTMX,CytomX Therapeutics Inc. Common Stock,22.37,0.0,0.0,0.0,0.0,22.37,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TELO,Telomir Pharmaceuticals Inc. Common Stock,22.32,0.0,0.0,0.0,0.0,22.32,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABOS,Acumen Pharmaceuticals Inc. Common Stock,22.31,0.0,0.0,0.0,0.0,22.31,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CGTX,Cognition Therapeutics Inc. Common Stock,22.31,0.0,0.0,0.0,0.0,22.31,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
APLM,Apollomics Inc. Class A Ordinary Shares,22.27,0.0,0.0,0.0,0.0,22.27,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LEGN,Legend Biotech Corporation American Depositary Shares,22.02,0.0,0.0,0.0,0.0,22.02,insufficient_risk_evidence,market_only_risk_unscreened,56.68,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ELTX,Elicio Therapeutics Inc. Common Stock,22.01,0.0,0.0,0.0,0.0,22.01,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
EVAX,Evaxion A/S American Depositary Share,21.94,0.0,0.0,0.0,0.0,21.94,insufficient_risk_evidence,market_only_risk_unscreened,49.12,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,21.9,0.0,0.0,0.0,0.0,21.9,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NVCT,Nuvectis Pharma Inc. Common Stock,21.61,0.0,0.0,0.0,0.0,21.61,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SDGR,Schrodinger Inc. Common Stock,21.53,0.0,0.0,0.0,0.0,21.53,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PCSA,Processa Pharmaceuticals Inc. Common Stock,21.36,0.0,0.0,0.0,0.0,21.36,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PTN,Palatin Technologies Inc. Common Stock,21.21,0.0,0.0,0.0,0.0,21.21,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PASG,Passage Bio Inc. Common Stock,21.14,0.0,0.0,0.0,0.0,21.14,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FULC,Fulcrum Therapeutics Inc. Common Stock,21.05,0.0,0.0,0.0,0.0,21.05,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TOVX,Theriva Biologics Inc. Common Stock,20.87,0.0,0.0,0.0,0.0,20.87,insufficient_risk_evidence,sparse_risk_unscreened,18.48,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
STRO,Sutro Biopharma Inc. Common Stock,20.74,0.0,0.0,0.0,0.0,20.74,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KTTA,Pasithea Therapeutics Corp. Common Stock,20.59,0.0,0.0,0.0,0.0,20.59,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SEPN,Septerna Inc. Common Stock,20.58,0.0,0.0,0.0,0.0,20.58,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GHRS,GH Research PLC Ordinary Shares,20.56,0.0,0.0,0.0,0.0,20.56,insufficient_risk_evidence,sparse_risk_unscreened,18.48,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRLD,Prelude Therapeutics Incorporated Common Stock,20.37,0.0,0.0,0.0,0.0,20.37,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BOLD,Boundless Bio Inc. Common Stock,20.35,0.0,0.0,0.0,0.0,20.35,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CRSP,CRISPR Therapeutics AG Common Shares,20.31,0.0,0.0,0.0,0.0,20.31,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
INDP,Indaptus Therapeutics Inc. Common Stock,20.12,0.0,0.0,0.0,0.0,20.12,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OGEN,Oragenics Inc. Common Stock,19.89,0.0,0.0,0.0,0.0,19.89,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SER,Serina Therapeutics Inc. Common Stock,19.89,0.0,0.0,0.0,0.0,19.89,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,19.77,0.0,0.0,0.0,0.0,19.77,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IBIO,iBio Inc. Common Stock,19.77,0.0,0.0,0.0,0.0,19.77,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
VYGR,Voyager Therapeutics Inc. Common Stock,19.67,0.0,0.0,0.0,0.0,19.67,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BCDA,BioCardia Inc. Common Stock,19.52,0.0,0.0,0.0,0.0,19.52,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AVXL,Anavex Life Sciences Corp. Common Stock,19.49,0.0,0.0,0.0,0.0,19.49,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LCTX,Lineage Cell Therapeutics Inc. Common Stock,19.19,0.0,0.0,0.0,0.0,19.19,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LGVN,Longeveron Inc. Class A Common Stock,19.19,0.0,0.0,0.0,0.0,19.19,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RNAZ,TransCode Therapeutics Inc. Common Stock,19.07,0.0,0.0,0.0,0.0,19.07,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PRME,Prime Medicine Inc. Common Stock,18.93,0.0,0.0,0.0,0.0,18.93,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
EDIT,Editas Medicine Inc. Common Stock,18.56,0.0,0.0,0.0,0.0,18.56,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,18.55,0.0,0.0,0.0,0.0,18.55,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
INAB,IN8bio Inc. Common Stock,18.47,0.0,0.0,0.0,0.0,18.47,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
STTK,Shattuck Labs Inc. Common Stock,18.45,0.0,0.0,0.0,0.0,18.45,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CRBU,Caribou Biosciences Inc. Common Stock,18.25,0.0,0.0,0.0,0.0,18.25,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
HROW,Harrow Inc. Common Stock,18.12,0.0,0.0,0.0,0.0,18.12,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SANA,Sana Biotechnology Inc. Common Stock,18.08,0.0,0.0,0.0,0.0,18.08,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
HCWB,HCW Biologics Inc. Common Stock,17.99,0.0,0.0,0.0,0.0,17.99,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PHIO,Phio Pharmaceuticals Corp. Common Stock,17.99,0.0,0.0,0.0,0.0,17.99,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AXGN,Axogen Inc. Common Stock,17.87,0.0,0.0,0.0,0.0,17.87,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SNTI,Senti Biosciences Holdings Inc. Common Stock,17.81,0.0,0.0,0.0,0.0,17.81,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MNPR,Monopar Therapeutics Inc. Common Stock,17.58,0.0,0.0,0.0,0.0,17.58,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PALI,Palisade Bio Inc. Common Stock,17.2,0.0,0.0,0.0,0.0,17.2,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FHTX,Foghorn Therapeutics Inc. Common Stock,17.11,0.0,0.0,0.0,0.0,17.11,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
NVAX,Novavax Inc. Common Stock,16.86,0.0,0.0,0.0,0.0,16.86,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
EBS,Emergent BioSolutions Inc. Common Stock,16.52,0.0,0.0,0.0,0.0,16.52,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
VTRS,Viatris Inc. Common Stock,16.52,0.0,0.0,0.0,0.0,16.52,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
APVO,Aptevo Therapeutics Inc. Common Stock,16.37,0.0,0.0,0.0,0.0,16.37,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADAG,Adagene Inc. American Depositary Shares,15.85,0.0,0.0,0.0,0.0,15.85,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GDTC,CytoMed Therapeutics Limited Ordinary Shares,15.6,0.0,0.0,0.0,0.0,15.6,insufficient_risk_evidence,sparse_risk_unscreened,18.48,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IPSC,Century Therapeutics Inc. Common Stock,15.45,0.0,0.0,0.0,0.0,15.45,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
HYPR,Hyperfine Inc. Class A Common Stock,13.98,0.0,0.0,0.0,0.0,13.98,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AAPG,Ascentage Pharma Group International American Depository Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AARD,Aardvark Therapeutics Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABSI,Absci Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABT,Abbott Laboratories Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABUS,Arbutus Biopharma Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABVC,ABVC BioPharma Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ABVX,Abivax SA American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ACB,Aurora Cannabis Inc. Common Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ACET,Adicet Bio Inc. Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADIL,Adial Pharmaceuticals Inc Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADMA,ADMA Biologics Inc Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADPT,Adaptive Biotechnologies Corporation Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ADXN,Addex Therapeutics Ltd American Depositary Shares,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AEON,AEON Biopharma Inc. Class A Common Stock,1.5,0.0,0.0,0.0,0.0,1.5,insufficient_risk_evidence,sparse_risk_unscreened,6.0,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
